workload_mode,workload,system,worker_threads,wal_streams,flusher_threads,logger_num,committer_num,background_threads,total_active_threads,ack_tps,p50_us,p95_us,p99_us,pending,max_pending_commits,abort_rate,read_only_commits_per_tx,read_only_fast_path_per_tx,wal_bytes,write_count,fdatasync_count,commits_per_fdatasync,log_bytes_per_sec,frontier_collect_ns_per_tx,frontier_publish_ns_per_tx,waitlist_registration_ns_per_tx,ack_process_ns_per_tx,queue_wait_us_per_acked_tx,dep_wait_conditions_per_tx,waitlist_registrations_per_tx,frontier_bytes_per_tx,global_atomic_per_tx,lsn_alloc_ns_per_tx,fdatasync_ns_per_tx,flusher_idle_wait_ns,flusher_idle_waits,flusher_cpu_ns,committer_idle_wait_ns,committer_idle_waits,committer_cpu_ns,read_only_frontier_collect_skipped_per_tx
ycsb_a,YCSB-A,Ayame,1,1.0,1.0,1.0,1.0,2.0,3.0,42466.99999999999,128.0,256.0,256.0,13.0,59.333333333333336,0.0,0.0009000037410212832,0.0009000037410212832,172125200.0,24267.333333333332,24267.333333333332,8.766894333333333,34425040.0,1170.5556396666668,1354.0971846666666,219.47812466666667,94.69719366666668,249.25238233333332,0.9991046666666666,0.9991046666666666,8.000037666666666,0.0,0.0,13623.768199666667,1538475441.6666667,24358.333333333332,1272699841.6666667,4905155912.666667,48698.666666666664,226001025.0,0.009000333333333334
ycsb_a,YCSB-A,Ayame,12,3.0,3.0,3.0,1.0,4.0,16.0,291104.2,512.0,512.0,1024.0,165.66666666666666,996.3333333333334,0.002133333333333333,0.0009933480925180664,0.0009933480925180664,1191404229.0,31054.0,31054.0,46.928347,238280845.79999998,1220.1399773333335,1666.4190703333334,6469.438171333334,120.72689366666668,695.863265,1.0976906666666668,1.0976906666666668,24.000153666666666,0.0,0.0,5433.5357853333335,2028920186.0,31380.333333333332,5375560673.0,4270120274.3333335,43479.666666666664,868840166.3333334,0.009932999999999999
ycsb_a,YCSB-A,Ayame,24,5.0,5.0,5.0,1.0,6.0,30.0,379623.8666666667,2048.0,4096.0,4096.0,802.0,5412.0,0.004533333333333333,0.0009844781084281738,0.0009844781084281738,1560534700.6666667,19350.0,19350.0,119.49847,312106940.1333333,2356.311509333333,1989.020845,18496.450053333334,113.59430433333334,3672.950141,1.7905500000000003,1.7905500000000003,40.00048233333333,0.0,0.0,8384.505137666665,1616005629.3333333,19834.666666666668,7179312211.0,3997559647.0,30829.666666666668,1059573362.6666666,0.009844666666666666
ycsb_a,YCSB-A,Ayame,36,7.0,7.0,7.0,1.0,8.0,44.0,390345.60000000003,2048.0,4096.0,4096.0,654.3333333333334,4202.0,0.006166666666666667,0.000989488987861445,0.000989488987861445,1605357253.3333333,20330.0,20330.0,111.63924933333334,321071450.6666667,2511.0595536666665,2254.75067,37630.401124,110.929538,3598.1354326666665,2.1350153333333335,2.1350153333333335,56.00100466666667,0.0,0.0,12198.628440666667,1846140714.6666667,21062.0,7915715405.0,3816522551.0,28177.333333333332,1159315658.6666667,0.009894333333333333
ycsb_a,YCSB-A,Ayame,48,9.0,9.0,9.0,1.0,10.0,58.0,340692.2,2048.0,2048.0,2048.0,742.3333333333334,1684.0,0.0061,0.0009607606625251301,0.0009607606625251301,1399679782.6666667,30836.0,30836.0,55.41680333333333,279935956.53333336,2498.626011,2255.3437593333333,77741.76708,125.808755,2309.8790143333335,1.5877990000000002,1.5877990000000002,72.00173166666667,0.0,0.0,19202.714071,2692847947.6666665,31599.333333333332,8496501491.666667,3473264821.6666665,26150.666666666668,1109587872.6666667,0.009607666666666667
ycsb_a,YCSB-A,Ayame,60,9.0,9.0,9.0,1.0,10.0,70.0,333589.93333333335,2048.0,2048.0,2048.0,583.0,1580.3333333333333,0.0063,0.0009601708259054806,0.0009601708259054806,1370465046.0,34398.0,34398.0,48.535354000000005,274093009.2,2523.4242526666667,2272.4411526666668,112778.03671033333,129.224237,2134.9092243333334,1.4947743333333332,1.4947743333333332,72.002417,0.0,0.0,18720.77823966667,2928985744.0,35149.0,9441976948.666666,3080900529.3333335,23811.0,1111790972.6666667,0.009602
ycsb_a,YCSB-A,Ayame,72,9.0,9.0,9.0,1.0,10.0,82.0,333619.2,2048.0,2048.0,2048.0,459.6666666666667,1513.0,0.0065,0.000941432302476339,0.000941432302476339,1370737847.6666667,33895.333333333336,33895.333333333336,49.280367333333324,274147569.5333333,2541.9557963333336,2322.0789493333336,143850.40222933335,127.42370966666665,2208.9627183333337,1.4993943333333333,1.4993943333333333,72.00299166666666,0.0,0.0,19220.475859000002,2862020098.3333335,34720.0,9069243921.333334,2853672423.3333335,22028.666666666668,1102375528.3333333,0.009414666666666667
ycsb_a,YCSB-A,Ayame,84,9.0,9.0,9.0,1.0,10.0,94.0,332514.60000000003,2048.0,2048.0,2048.0,773.0,1757.6666666666667,0.0068000000000000005,0.0009643952113540536,0.0009643952113540536,1366437152.0,33664.0,33664.0,49.530746666666666,273287430.4,2553.8678569999997,2361.886121,175981.18128866667,123.93149266666667,2277.2246436666665,1.4995026666666667,1.4995026666666667,72.003463,0.0,0.0,19246.479232666665,2844090013.0,34554.0,9135348163.666666,2663300443.6666665,20544.0,1089020411.3333333,0.009644333333333333
ycsb_a,YCSB-A,Ayame,96,9.0,9.0,9.0,1.0,10.0,106.0,324635.3333333333,2048.0,2048.0,2048.0,807.3333333333334,1929.0,0.0070999999999999995,0.0009695388372554899,0.0009695388372554899,1334072077.6666667,36439.666666666664,36439.666666666664,44.56828199999999,266814415.53333333,2557.0191026666666,2446.2198430000003,211435.62329466664,127.57265033333334,2206.581154,1.4454566666666668,1.4454566666666668,72.00412266666666,0.0,0.0,18492.767319333332,3083062260.6666665,37539.0,11048527324.0,2293286185.6666665,18038.666666666668,1086620097.6666667,0.009695333333333334
ycsb_a,YCSB-A,P-WAL,1,1.0,0.0,1.0,1.0,2.0,3.0,47037.200000000004,128.0,256.0,256.0,10.0,73.33333333333333,0.0,0.0010117468229191467,0.0,184814473.33333334,23898.666666666668,23898.666666666668,9.845480666666667,36962894.666666664,0.0,0.0,227.45531433333335,95.02065866666668,257.43951633333336,0.0,0.9989926666666666,0.0,6.001586,290.3815876666667,12134.284441666668,1493713361.6666667,24004.0,1379362907.6666667,4915114173.666667,47950.333333333336,223622791.66666666,0.0
ycsb_a,YCSB-A,P-WAL,12,12.0,0.0,12.0,1.0,13.0,25.0,334561.3333333333,2048.0,2048.0,4096.0,960.6666666666666,2782.3333333333335,0.0023,0.0009776648912443939,0.0,1331138010.0,39076.0,39076.0,42.893092,266227602.0,0.0,0.0,4833.1475236666665,106.50315833333332,2873.7598476666667,0.0,0.9990283333333334,0.0,5.998796333333334,796.9901936666666,27925.879793,3402304120.3333335,41141.0,8775728031.333334,4415820117.333333,33617.0,693952963.6666666,0.0
ycsb_a,YCSB-A,P-WAL,24,24.0,0.0,24.0,1.0,25.0,49.0,429708.4000000001,8192.0,131072.0,131072.0,4034.3333333333335,45794.333333333336,0.0047666666666666664,0.0009827546610523012,0.0,1722713307.6666667,20463.333333333332,20463.333333333332,123.06102133333333,344542661.5333333,0.0,0.0,10373.583408999999,96.93737600000001,54199.40116166667,0.0,0.9990273333333334,0.0,5.999704,1031.3460053333336,45612.428009999996,1848441728.6666667,23878.0,18055874134.0,4242134220.0,28479.0,835385517.3333334,0.0
ycsb_a,YCSB-A,P-WAL,36,36.0,0.0,36.0,1.0,37.0,73.0,440304.1333333333,16384.0,16384.0,16384.0,24394.333333333332,32661.666666666668,0.006599999999999999,0.0009795006272335588,0.0,1783567003.6666667,18109.333333333332,18109.333333333332,143.87279299999997,356713400.73333335,0.0,0.0,22669.767616666668,98.90497866666665,53294.474862,0.0,0.9990343333333334,0.0,5.9988090000000005,1157.2879906666667,68138.03512233334,1684610030.6666667,20177.333333333332,25334496868.333332,4015273867.6666665,26340.0,977427324.3333334,0.0
ycsb_a,YCSB-A,P-WAL,48,48.0,0.0,48.0,1.0,49.0,97.0,440853.93333333335,16384.0,65536.0,65536.0,27436.666666666668,43224.666666666664,0.007333333333333333,0.0009779276507564285,0.0,1788909521.3333333,18028.666666666668,18028.666666666668,125.38665566666667,357781904.26666665,0.0,0.0,43927.05137833333,93.587612,34609.27880866666,0.0,0.9990419999999999,0.0,5.9980323333333345,1292.7529040000002,91493.65838333334,1803257571.0,19998.333333333332,32434242253.333332,3673110507.6666665,23806.333333333332,980905908.3333334,0.0
ycsb_a,YCSB-A,P-WAL,60,60.0,0.0,60.0,1.0,61.0,121.0,432485.8,16384.0,32768.0,65536.0,18254.0,37296.333333333336,0.007300000000000001,0.0009599972944659205,0.0,1751899935.3333333,23315.666666666668,23315.666666666668,94.937613,350379987.06666666,0.0,0.0,72586.50429433332,90.99548633333332,32614.222014,0.0,0.9990653333333332,0.0,5.998903666666666,1290.4747186666666,116909.89207,2711689411.3333335,25515.0,36129989492.0,2977726071.6666665,19150.666666666668,1045898861.0,0.0
ycsb_a,YCSB-A,P-WAL,72,72.0,0.0,72.0,1.0,73.0,145.0,399273.8,16384.0,32768.0,32768.0,8544.333333333334,33829.333333333336,0.006999999999999999,0.0009609641749505019,0.0,1606789202.0,35343.0,35343.0,56.744179,321357840.40000004,0.0,0.0,109866.82924766668,92.07041966666667,25584.093395666667,0.0,0.9990730000000001,0.0,6.000132666666667,1259.4422343333333,154493.572346,7255691886.666667,62234.333333333336,39585612781.0,1314346390.0,8536.333333333334,1071138865.0,0.0
ycsb_a,YCSB-A,P-WAL,84,84.0,0.0,84.0,1.0,85.0,169.0,389275.3333333333,32768.0,65536.0,131072.0,14697.666666666666,65594.66666666667,0.0069,0.0009706020363247915,0.0,1571664321.6666667,36320.333333333336,36320.333333333336,54.02303966666667,314332864.3333333,0.0,0.0,141415.777983,93.30299733333334,47248.465950666665,0.0,0.99907,0.0,5.999462666666666,1261.7293416666669,185533.978101,9141246624.0,74939.66666666667,39328046849.333336,514713930.6666667,3321.3333333333335,994849915.3333334,0.0
ycsb_a,YCSB-A,P-WAL,96,96.0,0.0,96.0,1.0,97.0,193.0,368662.5333333334,65536.0,131072.0,131072.0,41361.666666666664,65611.33333333333,0.007899999999999999,0.000997098060605198,0.0,1509389053.3333333,42001.333333333336,42001.333333333336,44.878999666666665,301877810.6666667,0.0,0.0,167582.99420333336,94.14043766666668,122844.657311,0.0,0.9990526666666667,0.0,5.998860333333333,1261.0764626666667,222272.39164766666,10623210588.0,81919.66666666667,39391816510.333336,101726969.66666667,684.3333333333334,986803329.0,0.0
ycsb_a,YCSB-A,Single WAL,1,1.0,0.0,1.0,1.0,2.0,3.0,47169.73333333334,128.0,256.0,256.0,9.333333333333334,69.33333333333333,0.0,0.0009597768280729625,0.0,185406909.33333334,23650.0,23650.0,10.007696333333334,37081381.86666667,0.0,0.0,250.94102433333333,99.64509533333334,261.24614733333334,0.0,0.9990443333333333,0.0,6.003477,276.23681700000003,12261.942968333335,1475690648.0,23754.666666666668,1355922532.3333333,4913149028.0,47462.0,220428164.0,0.0
ycsb_a,YCSB-A,Single WAL,12,1.0,0.0,1.0,1.0,2.0,14.0,285206.0,131072.0,131072.0,131072.0,65419.0,65545.0,0.0023,0.0009601069853113277,0.0,1185247607.6666667,5822.333333333333,5822.333333333333,256.1599003333333,237049521.53333333,0.0,0.0,4551.553950666667,107.709142,215015.17619333335,0.0,0.9990473333333334,0.0,5.999047999999999,770.0081226666667,1335.49495,1530302.3333333333,5823.333333333333,3553857558.0,4870397373.666667,35565.666666666664,557612953.6666666,0.0
ycsb_a,YCSB-A,Single WAL,24,1.0,0.0,1.0,1.0,2.0,26.0,269624.39999999997,131072.0,131072.0,262144.0,65540.66666666667,65553.33333333333,0.004699999999999999,0.0009812317547202396,0.0,1127009684.0,5518.666666666667,5518.666666666667,256.1602056666667,225401936.79999998,0.0,0.0,10521.435404333333,130.46152633333332,241423.86951999998,0.0,0.9990350000000001,0.0,6.0006770000000005,1083.9534689999998,1339.623139,1819659.6666666667,5519.666666666667,3649184786.6666665,4810862579.333333,34456.666666666664,644747370.0,0.0
ycsb_a,YCSB-A,Single WAL,36,1.0,0.0,1.0,1.0,2.0,38.0,264225.73333333334,131072.0,131072.0,131072.0,65457.0,65559.0,0.006900000000000001,0.0009810914343877722,0.0,1106280786.6666667,5413.333333333333,5413.333333333333,256.1585293333333,221256157.33333334,0.0,0.0,16273.058014666667,138.97133466666665,248360.138112,0.0,0.9990443333333333,0.0,5.999717666666666,1137.4692926666667,1333.8949546666668,1952895.6666666667,5414.333333333333,3674651977.6666665,4798027872.333333,33795.0,665072016.3333334,0.0
ycsb_a,YCSB-A,Single WAL,48,1.0,0.0,1.0,1.0,2.0,50.0,240140.20000000004,262144.0,262144.0,262144.0,65436.333333333336,65567.0,0.008499999999999999,0.0009704160714069499,0.0,1009791398.0,4943.0,4943.0,256.1602663333333,201958279.6,0.0,0.0,27762.945027333335,159.35508666666666,276245.60176033335,0.0,0.9990656666666666,0.0,5.998623333333334,1345.2844333333333,1362.1987363333335,2019155.0,4944.0,3856125928.6666665,4784891963.0,33143.333333333336,664776093.0,0.0
ycsb_a,YCSB-A,Single WAL,60,1.0,0.0,1.0,1.0,2.0,62.0,236377.86666666667,262144.0,262144.0,262144.0,65457.333333333336,65577.33333333333,0.009733333333333332,0.000991376128427917,0.0,995290581.3333334,4869.333333333333,4869.333333333333,256.1612936666666,199058116.26666665,0.0,0.0,48474.60957066666,198.8333233333333,277110.32086100004,0.0,0.9990536666666666,0.0,6.000342333333333,1458.592712333333,1353.956468,2441630.0,4870.333333333333,3879621677.3333335,4707192532.666667,32705.666666666668,760067369.6666666,0.0
ycsb_a,YCSB-A,Single WAL,72,1.0,0.0,1.0,1.0,2.0,74.0,235334.0,262144.0,262144.0,262144.0,65504.666666666664,65590.0,0.012466666666666668,0.0009852234041664565,0.0,991528844.6666666,4849.333333333333,4849.333333333333,256.15208866666666,198305768.93333337,0.0,0.0,68966.35511599999,221.43132866666664,277572.33683266665,0.0,0.9990703333333334,0.0,6.001400666666666,1593.1949406666665,1349.813779,2532925.6666666665,4850.333333333333,3908544592.3333335,4652046922.333333,32443.0,797986823.6666666,0.0
ycsb_a,YCSB-A,Single WAL,84,1.0,0.0,1.0,1.0,2.0,86.0,219181.0,262144.0,262144.0,262144.0,65528.666666666664,65597.0,0.014566666666666667,0.000997953410549389,0.0,926380865.6666666,4534.0,4534.0,256.15712,185276173.13333336,0.0,0.0,77954.07024133333,234.05863599999998,297118.49052233336,0.0,0.9990703333333334,0.0,5.999546,1640.1392050000002,1375.5990059999997,2481194.0,4535.0,3939292896.6666665,4651505440.666667,32046.333333333332,789510376.6666666,0.0
ycsb_a,YCSB-A,Single WAL,96,1.0,0.0,1.0,1.0,2.0,98.0,208263.8666666667,262144.0,262144.0,262144.0,65512.666666666664,65625.66666666667,0.0165,0.0009777926676531744,0.0,882703683.3333334,4321.333333333333,4321.333333333333,256.1372553333333,176540736.66666666,0.0,0.0,99898.32395566667,259.40427900000003,313067.34553633333,0.0,0.9991046666666666,0.0,6.000227333333334,1721.4636473333333,1458.269650333333,2668343.6666666665,4322.333333333333,3777377904.3333335,4559629276.666667,31123.666666666668,870906903.0,0.0
ycsb_b,YCSB-B,Ayame,1,1.0,1.0,1.0,1.0,2.0,3.0,93277.53333333333,256.0,256.0,256.0,7.666666666666667,47.666666666666664,0.0,0.5991014036702252,0.5991014036702252,42964725.333333336,28906.333333333332,28906.333333333332,16.141957333333334,8592945.066666668,217.96603633333334,851.5265473333333,88.89356400000001,41.486320000000006,78.81350033333332,0.40089933333333333,0.40089933333333333,8.000017,0.0,0.0,5629.846793666667,1956322647.3333333,28937.0,988172139.3333334,4899098934.666667,44587.666666666664,219062900.0,5.990761333333334
ycsb_b,YCSB-B,Ayame,12,3.0,3.0,3.0,1.0,4.0,16.0,562775.0,512.0,256.0,512.0,62.666666666666664,239.33333333333334,0.0,0.5986465882450821,0.5986465882450821,263529658.33333334,52059.333333333336,52059.333333333336,54.24149366666666,52705931.666666664,232.145164,1084.4307246666667,1241.2051803333331,53.996637666666665,154.15318866666667,0.40653333333333336,0.40653333333333336,24.00009133333333,0.0,0.0,2881.759644333333,3301542407.0,52117.333333333336,4660814448.333333,4382541050.0,45841.0,754486799.0,5.9862166666666665
ycsb_b,YCSB-B,Ayame,24,5.0,5.0,5.0,1.0,6.0,30.0,616828.5333333333,512.0,512.0,512.0,79.33333333333333,425.6666666666667,6.666666666666667e-05,0.5988220902074001,0.5988220902074001,289733008.6666667,79664.66666666667,79664.66666666667,38.77126966666666,57946601.73333333,614.4441806666667,1264.526223,3316.5028006666666,82.39174333333334,174.52478800000003,0.408533,0.408533,40.00028566666666,0.0,0.0,4610.135528,5580926465.333333,79747.66666666667,6890198176.0,3859934485.6666665,48871.0,1252586778.3333333,5.987995333333333
ycsb_b,YCSB-B,Ayame,36,7.0,7.0,7.0,1.0,8.0,44.0,702141.6,512.0,512.0,512.0,115.33333333333333,485.6666666666667,0.0001,0.5987241613562396,0.5987241613562396,330370370.0,87011.33333333333,87011.33333333333,40.79804066666667,66074074.0,669.5194,1385.0903753333332,5778.206440666666,88.68473166666666,233.05747166666666,0.4132896666666666,0.4132896666666666,56.00049066666667,0.0,0.0,6340.941228,6276524435.0,87148.0,8782820979.666666,3571328971.6666665,39303.666666666664,1365789308.0,5.98702
ycsb_b,YCSB-B,Ayame,48,9.0,9.0,9.0,1.0,10.0,58.0,684454.7333333334,1024.0,512.0,1024.0,170.0,502.6666666666667,0.0001,0.5985585067987026,0.5985585067987026,322132895.6666667,109642.0,109642.0,31.215359666666668,64426579.133333325,694.4458439999999,1372.2252486666666,9263.688705666667,98.36429566666668,244.99363733333334,0.41339600000000004,0.41339600000000004,72.000877,0.0,0.0,8428.212815666666,8259499318.333333,109830.66666666667,10608661973.666666,2969763456.3333335,33818.333333333336,1568872592.3333333,5.985388333333334
ycsb_b,YCSB-B,Ayame,60,9.0,9.0,9.0,1.0,10.0,70.0,720887.2000000001,1024.0,512.0,1024.0,201.0,702.6666666666666,0.0001,0.5988210814119445,0.5988210814119445,339308935.3333333,98917.33333333333,98917.33333333333,36.50930566666667,67861787.06666666,701.1130246666667,1445.7580426666666,17239.678412999998,102.64146099999999,284.761278,0.4149103333333333,0.4149103333333333,72.00103833333334,0.0,0.0,8133.297161333333,7404728760.0,99152.0,10905964720.666666,2324457659.0,26584.666666666668,1611992973.0,5.988022333333333
ycsb_b,YCSB-B,Ayame,72,9.0,9.0,9.0,1.0,10.0,82.0,727761.8000000002,1024.0,1024.0,1024.0,207.66666666666666,913.0,0.0001,0.5985258772211621,0.5985258772211621,342942383.0,97872.33333333333,97872.33333333333,37.22627933333333,68588476.6,708.463265,1519.371942,29406.78381333333,102.98082833333332,325.06221666666664,0.4151686666666667,0.4151686666666667,72.001286,0.0,0.0,7960.564930333334,7403771035.333333,98174.0,11534074524.666666,1327629743.6666667,15819.0,1580558095.6666667,5.985098000000001
ycsb_b,YCSB-B,Ayame,84,9.0,9.0,9.0,1.0,10.0,94.0,554668.8666666666,262144.0,262144.0,262144.0,44715.666666666664,65618.0,0.00016666666666666666,0.5989173911594206,0.5989173911594206,264768655.33333334,90292.66666666667,90292.66666666667,31.21340066666667,52953731.06666666,714.2016256666666,1545.527101,68808.56416533333,48.68451566666666,69723.475491,1.5646569999999997,1.5646569999999997,72.00197833333333,0.0,0.0,8085.650622666667,15239177790.666666,168861.0,9785632080.0,10688779.333333334,113.33333333333333,1480019279.6666667,5.989067333333334
ycsb_b,YCSB-B,Ayame,96,9.0,9.0,9.0,1.0,10.0,106.0,450457.2,262144.0,262144.0,262144.0,30545.666666666668,65629.0,0.0002,0.5989154956329225,0.5989154956329225,216015992.66666666,76053.33333333333,76053.33333333333,30.301081,43203198.53333334,717.4489986666666,1619.2112223333334,105015.64436166668,41.39220666666666,101099.04786133334,2.143776,2.143776,72.002896,0.0,0.0,8895.812510333335,18901588276.0,196833.0,7953694882.333333,2683779.0,18.0,1445325866.6666667,5.989129666666666
ycsb_b,YCSB-B,P-WAL,1,1.0,0.0,1.0,1.0,2.0,3.0,114984.59999999999,256.0,256.0,256.0,10.0,60.333333333333336,0.0,0.5988193021108262,0.0,51440750.666666664,28313.0,28313.0,20.326271666666667,10288150.133333333,0.0,0.0,80.951767,41.32867166666667,82.83880666666666,0.0,0.4011816666666667,0.0,0.9011543333333334,47.866921,4626.3628383333335,1847405585.3333333,28343.333333333332,1137453330.0,4915797181.666667,45448.0,198437043.66666666,0.0
ycsb_b,YCSB-B,P-WAL,12,12.0,0.0,12.0,1.0,13.0,25.0,612740.5333333333,1024.0,512.0,1024.0,129.33333333333334,606.0,0.0,0.5991325584163926,0.0,278846997.3333333,141219.33333333334,141219.33333333334,21.840836333333332,55769399.46666667,0.0,0.0,1480.4815010000002,56.61887566666667,315.8304523333333,0.0,0.400869,0.0,0.9003013333333333,103.352086,13465.239687,11574319794.333334,141713.0,9120918857.666666,4290657820.0,41807.333333333336,812627289.6666666,0.0
ycsb_b,YCSB-B,P-WAL,24,24.0,0.0,24.0,1.0,25.0,49.0,635311.1333333333,1024.0,1024.0,1024.0,257.3333333333333,911.0,6.666666666666667e-05,0.5988749924372826,0.0,290688578.3333333,174402.66666666666,174402.66666666666,18.379686666666668,58137715.666666664,0.0,0.0,3520.5667453333335,74.92992833333334,555.2797603333333,0.0,0.4011276666666667,0.0,0.901082,119.72043533333333,26801.890132666664,15618187797.666666,175341.66666666666,16887987702.0,3801227017.0,32109.0,1143958080.3333333,0.0
